Player,Year,Pos,G,MP,PPG,APG,RPG,BPG,SPG,TPG,PER,TS%,BPM,3PAr,TRB,TRB%,ORB,DRB,AST,AST%,STL,STL%,BLK,BLK%,FG%,eFG%,FT%
Charles Barkley*,1992,SF,75,2881.0,23.066666666666666,4.1066666666666665,11.066666666666666,0.5866666666666667,1.8133333333333332,3.1333333333333333,24.5,0.612,7.4,0.122,830.0,16.5,271.0,559.0,308,18.1,136.0,2.4,44.0,0.9,0.552,0.567,0.695
Dana Barros,1992,PG,75,1331.0,8.253333333333334,1.6666666666666667,1.08,0.05333333333333334,0.68,0.7466666666666667,15.0,0.586,-0.3,0.377,81.0,3.5,17.0,64.0,125,14.0,51.0,1.9,4.0,0.2,0.483,0.567,0.759
John Battle,1992,SG,76,1637.0,10.25,2.0921052631578947,1.4736842105263157,0.06578947368421052,0.47368421052631576,1.1973684210526316,12.6,0.53,-4.5,0.026,112.0,3.8,19.0,93.0,159,14.5,36.0,1.1,5.0,0.2,0.48,0.481,0.848
Kenny Battle,1992,SG,16,92.0,2.0,0.25,1.0,0.125,0.125,0.25,13.4,0.718,-2.5,0.059,16.0,9.5,4.0,12.0,4,5.6,2.0,1.0,2.0,1.3,0.647,0.647,0.833
Kenny Battle,1992,SG,8,46.0,1.75,0.0,1.125,0.0,0.125,0.25,13.2,0.931,-3.3,0.0,9.0,10.8,3.0,6.0,0,0.0,1.0,1.1,0.0,0.0,0.75,0.75,1.0
Kenny Battle,1992,SG,8,46.0,2.25,0.5,0.875,0.25,0.125,0.25,13.5,0.61,-1.8,0.077,7.0,8.3,1.0,6.0,4,11.2,1.0,1.0,2.0,2.6,0.615,0.615,0.5
William Bedford,1992,C,32,363.0,3.5625,0.375,1.96875,0.5625,0.1875,0.46875,8.4,0.436,-4.4,0.008,63.0,9.8,24.0,39.0,12,4.9,6.0,0.9,18.0,3.1,0.413,0.413,0.636
Benoit Benjamin,1992,C,63,1941.0,13.952380952380953,1.2063492063492063,8.142857142857142,1.873015873015873,0.6190476190476191,2.7777777777777777,14.1,0.517,-2.4,0.003,513.0,15.2,130.0,383.0,76,5.9,39.0,1.0,118.0,3.9,0.478,0.478,0.687
Winston Bennett,1992,SF,54,833.0,3.611111111111111,0.7037037037037037,3.0,0.16666666666666666,0.35185185185185186,0.6111111111111112,6.3,0.418,-4.3,0.005,162.0,10.8,63.0,99.0,38,5.9,19.0,1.2,9.0,0.6,0.379,0.379,0.7
Winston Bennett,1992,SF,52,831.0,3.7115384615384617,0.7307692307692307,3.0961538461538463,0.17307692307692307,0.36538461538461536,0.6346153846153846,6.3,0.418,-4.3,0.005,161.0,10.8,62.0,99.0,38,5.9,19.0,1.2,9.0,0.6,0.378,0.378,0.7
Winston Bennett,1992,SF,2,2.0,1.0,0.0,0.5,0.0,0.0,0.0,29.9,0.5,-9.2,0.0,1.0,27.9,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,
David Benoit,1992,SF,77,1161.0,5.636363636363637,0.44155844155844154,3.844155844155844,0.5714285714285714,0.24675324675324675,0.922077922077922,12.1,0.518,-2.9,0.037,296.0,14.4,105.0,191.0,34,4.2,19.0,0.8,44.0,2.3,0.467,0.471,0.81
Larry Bird*,1992,SF,45,1662.0,20.177777777777777,6.8,9.644444444444444,0.7333333333333333,0.9333333333333333,2.7777777777777777,21.0,0.547,5.5,0.169,434.0,14.4,46.0,388.0,306,26.9,42.0,1.3,33.0,1.2,0.466,0.5,0.926
Rolando Blackman,1992,SG,75,2527.0,18.32,2.72,3.1866666666666665,0.29333333333333333,0.6666666666666666,2.04,15.6,0.538,-1.0,0.146,239.0,5.0,78.0,161.0,204,14.0,50.0,1.0,22.0,0.5,0.461,0.489,0.898
Lance Blanks,1992,SG,43,189.0,1.4883720930232558,0.4418604651162791,0.5116279069767442,0.023255813953488372,0.32558139534883723,0.32558139534883723,11.9,0.535,0.2,0.291,22.0,6.6,9.0,13.0,19,14.9,14.0,3.9,1.0,0.3,0.455,0.509,0.727
Mookie Blaylock,1992,PG,72,2548.0,13.833333333333334,6.833333333333333,3.736111111111111,0.5555555555555556,2.361111111111111,2.111111111111111,15.2,0.465,0.9,0.054,269.0,5.6,101.0,168.0,492,27.2,170.0,3.3,40.0,0.9,0.432,0.438,0.712
Muggsy Bogues,1992,PG,82,2790.0,8.902439024390244,9.060975609756097,2.8658536585365852,0.07317073170731707,2.073170731707317,1.9024390243902438,14.0,0.504,-1.4,0.04,235.0,4.5,58.0,177.0,743,33.4,170.0,2.9,6.0,0.1,0.472,0.474,0.783
Manute Bol,1992,C,71,1267.0,1.5492957746478873,0.30985915492957744,3.1267605633802815,2.887323943661972,0.15492957746478872,0.5774647887323944,7.7,0.394,-0.7,0.07,222.0,10.0,54.0,168.0,22,2.3,11.0,0.4,205.0,9.8,0.383,0.383,0.462
Anthony Bonner,1992,PF,79,2287.0,9.367088607594937,1.5822784810126582,6.139240506329114,0.3291139240506329,1.1898734177215189,1.6835443037974684,10.9,0.484,-2.4,0.006,485.0,11.4,192.0,293.0,125,7.6,94.0,2.0,26.0,0.7,0.447,0.448,0.627
Anthony Bowie,1992,SG,52,1721.0,14.576923076923077,3.1346153846153846,4.711538461538462,0.7307692307692307,1.0576923076923077,2.0576923076923075,14.7,0.547,0.7,0.07,245.0,8.0,70.0,175.0,163,14.9,55.0,1.6,38.0,1.4,0.493,0.506,0.86
Sam Bowie,1992,C,71,2179.0,14.95774647887324,2.619718309859155,8.140845070422536,1.6901408450704225,0.5774647887323944,2.112676056338028,16.4,0.496,0.0,0.026,578.0,14.0,203.0,375.0,186,12.5,41.0,0.9,120.0,3.3,0.445,0.449,0.757
Terrell Brandon,1992,PG,82,1605.0,7.378048780487805,3.8536585365853657,1.975609756097561,0.2682926829268293,0.9878048780487805,1.6585365853658536,12.8,0.461,-3.0,0.038,162.0,5.6,49.0,113.0,316,27.8,81.0,2.6,22.0,0.8,0.419,0.42,0.806
Randy Breuer,1992,C,67,1176.0,5.417910447761194,1.328358208955224,4.1940298507462686,1.4776119402985075,0.40298507462686567,0.6119402985074627,14.3,0.48,-0.2,0.003,281.0,13.2,98.0,183.0,89,10.6,27.0,1.2,99.0,5.0,0.468,0.468,0.532
Frank Brickowski,1992,SF,65,1556.0,11.384615384615385,1.876923076923077,5.292307692307692,0.35384615384615387,0.9230769230769231,1.7230769230769232,15.5,0.564,-0.1,0.01,344.0,12.6,97.0,247.0,122,12.3,60.0,1.9,23.0,0.9,0.524,0.527,0.767
Kevin Brooks,1992,SF,37,270.0,2.8378378378378377,0.2972972972972973,1.054054054054054,0.05405405405405406,0.21621621621621623,0.4864864864864865,10.2,0.494,-6.2,0.113,39.0,7.8,13.0,26.0,11,6.1,8.0,1.4,2.0,0.5,0.443,0.454,0.81
Scott Brooks,1992,PG,82,1082.0,5.085365853658536,2.5,1.2073170731707317,0.08536585365853659,0.8048780487804879,0.6219512195121951,16.0,0.519,-1.0,0.241,99.0,5.0,27.0,72.0,205,27.2,66.0,3.1,7.0,0.4,0.447,0.489,0.81
Chucky Brown,1992,SF,42,431.0,3.5714285714285716,0.6190476190476191,1.9523809523809523,0.16666666666666666,0.2857142857142857,0.6904761904761905,10.8,0.501,-4.2,0.023,82.0,10.8,31.0,51.0,26,9.0,12.0,1.4,7.0,1.0,0.469,0.469,0.612
Chucky Brown,1992,SF,6,50.0,2.5,0.5,1.0,0.0,0.5,0.3333333333333333,10.4,0.555,-1.9,0.0,6.0,6.7,2.0,4.0,3,7.8,3.0,3.0,0.0,0.0,0.5,0.5,0.625
Chucky Brown,1992,SF,36,381.0,3.75,0.6388888888888888,2.111111111111111,0.19444444444444445,0.25,0.75,10.8,0.496,-4.5,0.025,76.0,11.4,29.0,47.0,23,9.2,9.0,1.2,7.0,1.1,0.466,0.466,0.61
Dee Brown,1992,PG,31,883.0,11.709677419354838,5.290322580645161,2.5483870967741935,0.22580645161290322,1.064516129032258,1.903225806451613,13.0,0.472,-1.6,0.063,79.0,4.9,15.0,64.0,164,25.6,33.0,1.9,7.0,0.5,0.426,0.433,0.769
Mike Brown,1992,C,82,1783.0,7.7073170731707314,0.9878048780487805,5.804878048780488,0.4146341463414634,0.5121951219512195,1.2804878048780488,12.3,0.515,-0.8,0.002,476.0,15.1,187.0,289.0,81,6.3,42.0,1.2,34.0,1.2,0.453,0.453,0.667
Myron Brown,1992,PG,4,23.0,2.25,1.5,0.75,0.0,0.25,1.0,14.7,0.75,-5.0,0.5,3.0,7.2,0.0,3.0,6,38.6,1.0,2.2,0.0,0.0,0.667,0.75,
Randy Brown,1992,PG,56,535.0,3.4285714285714284,1.0535714285714286,1.2321428571428572,0.21428571428571427,0.625,0.75,11.5,0.494,-3.2,0.036,69.0,7.0,26.0,43.0,59,15.7,35.0,3.2,12.0,1.3,0.456,0.456,0.655
Tony Brown,1992,SF,57,655.0,4.754385964912281,0.8421052631578947,1.4736842105263157,0.08771929824561403,0.5263157894736842,0.6140350877192983,11.4,0.487,-2.3,0.253,84.0,7.3,32.0,52.0,48,10.6,30.0,2.3,5.0,0.5,0.41,0.448,0.727
Tony Brown,1992,SF,22,254.0,4.681818181818182,0.7272727272727273,1.2727272727272727,0.045454545454545456,0.5454545454545454,0.6363636363636364,10.5,0.506,-2.8,0.247,28.0,6.1,9.0,19.0,16,9.1,12.0,2.3,1.0,0.2,0.438,0.478,0.621
Tony Brown,1992,SF,35,401.0,4.8,0.9142857142857143,1.6,0.11428571428571428,0.5142857142857142,0.6,11.9,0.477,-1.9,0.256,56.0,8.0,23.0,33.0,32,11.5,18.0,2.3,4.0,0.6,0.394,0.431,0.811
Mark Bryant,1992,PF,56,800.0,4.107142857142857,0.7321428571428571,3.5892857142857144,0.14285714285714285,0.4642857142857143,0.5357142857142857,11.3,0.512,-0.3,0.015,201.0,13.7,87.0,114.0,41,6.8,26.0,1.6,8.0,0.6,0.48,0.48,0.667
Jud Buechler,1992,SF,28,290.0,2.5,0.8214285714285714,1.8571428571428572,0.25,0.6785714285714286,0.4642857142857143,10.1,0.436,-1.2,0.014,52.0,9.8,18.0,34.0,23,10.0,19.0,3.2,7.0,1.5,0.408,0.408,0.571
Jud Buechler,1992,SF,2,29.0,4.0,1.0,1.0,0.5,1.0,0.5,11.8,0.5,-1.2,0.0,2.0,3.7,2.0,0.0,2,9.3,2.0,3.4,1.0,2.0,0.5,0.5,
Jud Buechler,1992,SF,11,140.0,3.0,1.0,2.0,0.2727272727272727,0.7272727272727273,0.45454545454545453,10.0,0.486,-0.5,0.0,22.0,8.6,6.0,16.0,11,10.5,8.0,2.9,3.0,1.3,0.5,0.5,0.333
Jud Buechler,1992,SF,15,121.0,1.9333333333333333,0.6666666666666666,1.8666666666666667,0.2,0.6,0.4666666666666667,9.8,0.379,-2.0,0.03,28.0,12.7,10.0,18.0,10,9.6,9.0,3.5,3.0,1.5,0.303,0.303,0.75
Matt Bullard,1992,PF,80,1278.0,6.4,0.9375,2.7875,0.2625,0.325,0.7,12.6,0.546,-1.5,0.371,223.0,9.7,73.0,150.0,75,8.9,26.0,1.0,21.0,1.0,0.459,0.53,0.76
Willie Burton,1992,SF,68,1585.0,11.205882352941176,1.8088235294117647,3.588235294117647,0.5441176470588235,0.6764705882352942,1.75,13.5,0.522,-2.6,0.024,244.0,8.6,76.0,168.0,123,12.0,46.0,1.4,37.0,1.4,0.45,0.455,0.8
Steve Burtt,1992,SG,31,356.0,6.032258064516129,1.903225806451613,1.096774193548387,0.12903225806451613,0.5161290322580645,1.064516129032258,13.4,0.509,-3.1,0.038,34.0,5.2,10.0,24.0,59,24.0,16.0,2.2,4.0,0.6,0.463,0.466,0.704
Michael Cage,1992,PF,82,2461.0,8.78048780487805,1.1219512195121952,8.878048780487806,0.6707317073170732,1.2073170731707317,0.9512195121951219,15.0,0.583,2.6,0.009,728.0,17.1,266.0,462.0,92,5.1,99.0,2.0,55.0,1.4,0.566,0.566,0.62
Demetrius Calip,1992,PG,7,58.0,1.5714285714285714,1.7142857142857142,0.7142857142857143,0.0,0.14285714285714285,0.7142857142857143,1.8,0.285,-11.3,0.278,5.0,4.9,1.0,4.0,12,28.2,1.0,0.9,0.0,0.0,0.222,0.25,0.667
Elden Campbell,1992,C,81,1876.0,7.135802469135802,0.7283950617283951,5.222222222222222,1.962962962962963,0.654320987654321,0.9012345679012346,13.3,0.491,-0.6,0.004,423.0,12.8,155.0,268.0,59,4.6,53.0,1.5,159.0,5.2,0.448,0.448,0.619
Tony Campbell,1992,SF,78,2441.0,16.756410256410255,2.9358974358974357,3.6666666666666665,0.3974358974358974,1.0769230769230769,2.1153846153846154,15.3,0.515,-1.1,0.033,286.0,6.5,141.0,145.0,229,14.8,84.0,1.7,31.0,0.8,0.464,0.469,0.803
Antoine Carr,1992,PF,81,1867.0,10.876543209876543,0.7777777777777778,4.271604938271605,1.1851851851851851,0.3950617283950617,1.4074074074074074,13.5,0.534,-1.9,0.007,346.0,10.1,128.0,218.0,63,5.1,32.0,0.9,96.0,3.2,0.49,0.491,0.764
Bill Cartwright,1992,C,64,1471.0,8.0,1.359375,5.0625,0.21875,0.34375,1.171875,10.9,0.497,-2.7,0.0,324.0,12.7,93.0,231.0,87,7.6,22.0,0.8,14.0,0.6,0.467,0.467,0.604
Terry Catledge,1992,PF,78,2430.0,14.794871794871796,1.3974358974358974,7.038461538461538,0.20512820512820512,0.7435897435897436,1.7692307692307692,15.2,0.537,-0.5,0.004,549.0,12.6,257.0,292.0,109,7.1,58.0,1.2,16.0,0.4,0.496,0.496,0.694
Duane Causwell,1992,C,80,2291.0,7.95,0.7375,7.25,2.6875,0.5875,1.55,12.4,0.575,-0.6,0.002,580.0,13.6,196.0,384.0,59,3.5,47.0,1.0,215.0,5.5,0.549,0.549,0.613
Cedric Ceballos,1992,SF,64,725.0,7.21875,0.78125,2.375,0.171875,0.25,1.109375,16.9,0.537,-3.7,0.016,152.0,11.5,60.0,92.0,50,10.5,16.0,1.1,11.0,0.9,0.482,0.484,0.736
Tom Chambers,1992,PF,69,1948.0,16.347826086956523,2.0579710144927534,5.811594202898551,0.5362318840579711,0.8260869565217391,1.4927536231884058,15.9,0.501,-1.8,0.05,401.0,11.3,86.0,315.0,142,10.7,57.0,1.4,37.0,1.1,0.431,0.44,0.83
Rex Chapman,1992,PG-SG,22,567.0,12.272727272727273,4.045454545454546,2.6363636363636362,0.36363636363636365,0.6818181818181818,2.0454545454545454,12.1,0.49,-4.2,0.115,58.0,5.5,10.0,48.0,89,22.1,15.0,1.3,8.0,0.8,0.448,0.464,0.679
Rex Chapman,1992,PG,21,545.0,12.380952380952381,4.095238095238095,2.5714285714285716,0.38095238095238093,0.6666666666666666,2.0,12.3,0.494,-4.0,0.113,54.0,5.3,9.0,45.0,86,22.1,14.0,1.2,8.0,0.8,0.45,0.467,0.679
Rex Chapman,1992,SG,1,22.0,10.0,3.0,4.0,0.0,1.0,3.0,7.2,0.417,-7.4,0.167,4.0,10.0,1.0,3.0,3,22.0,1.0,2.2,0.0,0.0,0.417,0.417,
Maurice Cheeks,1992,PG,56,1086.0,4.625,3.3035714285714284,1.6964285714285714,0.0,1.4821428571428572,0.6428571428571429,12.6,0.483,-0.8,0.024,95.0,4.6,29.0,66.0,185,22.1,83.0,3.7,0.0,0.0,0.462,0.468,0.605
Pete Chilcutt,1992,PF,69,817.0,3.63768115942029,0.5507246376811594,2.710144927536232,0.2463768115942029,0.463768115942029,0.5942028985507246,11.2,0.478,-3.9,0.008,187.0,12.3,78.0,109.0,38,6.6,32.0,1.9,17.0,1.2,0.452,0.456,0.821
Derrick Coleman,1992,PF,65,2207.0,19.83076923076923,3.1538461538461537,9.507692307692308,1.5076923076923077,0.8307692307692308,3.8153846153846156,19.5,0.57,1.9,0.079,618.0,14.8,203.0,415.0,205,14.1,54.0,1.2,98.0,2.6,0.504,0.516,0.763
Bimbo Coles,1992,PG,81,1976.0,10.074074074074074,4.518518518518518,2.3333333333333335,0.16049382716049382,0.9012345679012346,2.0617283950617282,14.3,0.534,-2.0,0.08,189.0,5.3,69.0,120.0,366,27.6,73.0,1.8,13.0,0.4,0.455,0.462,0.824
Marty Conlon,1992,C,45,381.0,2.6666666666666665,0.26666666666666666,1.5333333333333334,0.15555555555555556,0.2,0.6,9.3,0.521,-4.3,0.0,69.0,10.4,33.0,36.0,12,4.3,9.0,1.2,7.0,1.2,0.475,0.475,0.75
Lester Conner,1992,PG,81,1420.0,3.54320987654321,3.6296296296296298,2.271604938271605,0.12345679012345678,1.1975308641975309,0.9753086419753086,13.3,0.496,-0.4,0.029,184.0,7.4,63.0,121.0,294,27.1,97.0,3.4,10.0,0.4,0.431,0.431,0.704
Anthony Cook,1992,PF,22,115.0,1.5454545454545454,0.09090909090909091,1.5454545454545454,0.18181818181818182,0.22727272727272727,0.13636363636363635,15.8,0.615,-1.8,0.0,34.0,15.9,13.0,21.0,2,2.5,5.0,2.1,4.0,2.1,0.6,0.6,0.667
Wayne Cooper,1992,C,35,344.0,2.2,0.6,2.8857142857142857,0.7714285714285715,0.11428571428571428,0.42857142857142855,10.2,0.443,-0.7,0.0,101.0,16.0,38.0,63.0,21,7.9,4.0,0.6,27.0,4.9,0.427,0.427,0.636
Tom Copa,1992,C,33,132.0,1.4545454545454546,0.09090909090909091,1.0909090909090908,0.18181818181818182,0.06060606060606061,0.24242424242424243,10.7,0.525,-4.5,0.0,36.0,14.9,14.0,22.0,3,3.3,2.0,0.8,6.0,2.8,0.55,0.55,0.308
Lanard Copeland,1992,SG,10,48.0,1.6,0.5,0.7,0.0,0.2,0.4,4.0,0.335,-9.9,0.087,7.0,8.1,1.0,6.0,5,14.9,2.0,2.1,0.0,0.0,0.304,0.304,1.0
Tyrone Corbin,1992,SF,80,2207.0,9.75,1.75,5.9,0.25,1.025,1.2125,13.6,0.543,1.4,0.006,472.0,12.0,163.0,309.0,140,8.9,82.0,1.9,20.0,0.6,0.481,0.481,0.866
Tyrone Corbin,1992,SF,11,344.0,14.363636363636363,3.0,6.2727272727272725,0.5454545454545454,1.0909090909090908,2.3636363636363638,13.8,0.478,-2.4,0.007,69.0,11.1,24.0,45.0,33,14.0,12.0,1.8,6.0,1.0,0.401,0.401,0.83
Tyrone Corbin,1992,SF,69,1863.0,9.014492753623188,1.5507246376811594,5.840579710144928,0.2028985507246377,1.0144927536231885,1.0289855072463767,13.6,0.562,2.2,0.006,403.0,12.2,139.0,264.0,107,8.0,70.0,1.9,14.0,0.5,0.504,0.504,0.878
Chris Corchiani,1992,PG,51,741.0,5.0,2.764705882352941,1.5294117647058822,0.0392156862745098,0.8823529411764706,1.4509803921568627,12.1,0.534,-2.3,0.192,78.0,5.9,18.0,60.0,141,26.7,45.0,3.0,2.0,0.2,0.399,0.425,0.875
Corey Crowder,1992,SF,51,328.0,2.235294117647059,0.3333333333333333,0.803921568627451,0.0392156862745098,0.13725490196078433,0.2549019607843137,8.4,0.475,-3.9,0.268,41.0,7.1,16.0,25.0,17,7.2,7.0,1.1,2.0,0.4,0.384,0.442,0.833
Terry Cummings,1992,PF,70,2149.0,17.285714285714285,1.457142857142857,9.014285714285714,0.4857142857142857,0.8285714285714286,1.6428571428571428,18.5,0.52,0.1,0.012,631.0,16.0,247.0,384.0,102,7.7,58.0,1.3,34.0,1.0,0.488,0.491,0.711
