Player,Year,Pos,PPG,APG,RPG,BPG,SPG,PER,TS%,Score,Label
Elden Campbell,1997,PF,14.909090909090908,1.6363636363636365,7.987012987012987,1.5194805194805194,0.5974025974025974,16.8,0.52,8.85381818181818,Reserva
Antoine Carr,1997,PF,7.353658536585366,0.9024390243902439,2.3780487804878048,0.7682926829268293,0.2926829268292683,12.1,0.522,4.65500487804878,Reserva
Chris Carr,1997,SG,6.127272727272727,0.8727272727272727,2.0545454545454547,0.18181818181818182,0.43636363636363634,13.3,0.556,3.887872727272727,Reserva
Jimmy Carruth,1997,PF,1.25,0.0,1.0,0.5,0.0,9.7,0.727,2.1527,Reserva
Sam Cassell,1997,PG,15.852459016393443,5.0,2.9836065573770494,0.3114754098360656,1.2622950819672132,18.4,0.541,8.527214754098361,Reserva
Duane Causwell,1997,C,2.5652173913043477,0.43478260869565216,2.760869565217391,0.8260869565217391,0.32608695652173914,8.9,0.535,2.4645760869565216,Reserva
Cedric Ceballos,1997,SF,14.58,1.28,6.6,0.46,0.66,16.2,0.522,8.288199999999998,Reserva
Tom Chambers,1997,PF,1.5833333333333333,0.3333333333333333,1.1666666666666667,0.0,0.08333333333333333,-3.9,0.29,0.16066666666666674,Reserva
Rex Chapman,1997,SG,13.815384615384616,2.8,2.7846153846153845,0.1076923076923077,0.8,15.2,0.551,6.768946153846154,Reserva
Calbert Cheaney,1997,SG,10.594936708860759,1.4430379746835442,3.392405063291139,0.22784810126582278,0.9746835443037974,11.1,0.53,4.87179746835443,Reserva
Pete Chilcutt,1997,PF,3.3703703703703702,0.8703703703703703,2.888888888888889,0.3148148148148148,0.48148148148148145,14.5,0.521,3.8956185185185186,Reserva
Randolph Childress,1997,PG,1.6956521739130435,0.7391304347826086,0.2608695652173913,0.0,0.391304347826087,4.5,0.448,1.4024086956521737,Reserva
Chris Childs,1997,PG,9.307692307692308,6.123076923076923,2.9384615384615387,0.16923076923076924,1.2,11.2,0.526,6.2025999999999994,Reserva
Doug Christie,1997,SG,14.518518518518519,3.888888888888889,5.333333333333333,0.5555555555555556,2.4814814814814814,15.1,0.543,7.31004074074074,Reserva
Derrick Coleman,1997,PF,18.105263157894736,3.3859649122807016,10.052631578947368,1.3157894736842106,0.8771929824561403,17.3,0.518,10.308203508771932,Role Player
Bimbo Coles,1997,PG,6.098039215686274,2.9215686274509802,2.3137254901960786,0.13725490196078433,0.6862745098039216,9.5,0.463,4.018358823529411,Reserva
Marty Conlon,1997,C,7.756756756756757,1.4054054054054055,4.364864864864865,0.24324324324324326,0.6216216216216216,12.8,0.542,4.228721621621622,Reserva
Tyrone Corbin,1997,SF,9.514285714285714,1.7714285714285714,4.2,0.1,1.2857142857142858,11.0,0.514,5.534257142857143,Reserva
Joe Courtney,1997,PF,2.7777777777777777,0.0,1.7777777777777777,0.0,0.0,3.8,0.388,1.797688888888889,Reserva
John Crotty,1997,PG,4.833333333333333,2.125,0.9791666666666666,0.0,0.375,14.3,0.637,4.160783333333333,Reserva
Terry Cummings,1997,PF,8.222222222222221,0.8666666666666667,4.066666666666666,0.15555555555555556,0.7333333333333333,15.2,0.521,5.700988888888888,Reserva
Earl Cureton,1997,PF,0.7777777777777778,0.4444444444444444,1.0,0.0,0.0,4.9,0.376,1.2059333333333335,Reserva
Dell Curry,1997,SG,14.823529411764707,1.7352941176470589,3.1029411764705883,0.20588235294117646,0.8823529411764706,15.0,0.561,6.619335294117647,Reserva
Michael Curry,1997,SG,3.925925925925926,0.5308641975308642,1.4691358024691359,0.14814814814814814,0.38271604938271603,10.4,0.592,2.7864839506172845,Reserva
Erick Dampier,1997,C,5.138888888888889,0.5972222222222222,4.083333333333333,1.0138888888888888,0.2638888888888889,11.8,0.451,3.7087999999999997,Reserva
Lloyd Daniels,1997,SG,4.454545454545454,1.1818181818181819,1.9545454545454546,0.13636363636363635,0.45454545454545453,8.3,0.403,2.8125727272727277,Reserva
Sasha Danilovic,1997,SG,12.535714285714286,1.8214285714285714,2.4285714285714284,0.16071428571428573,0.9642857142857143,10.9,0.552,5.461628571428571,Reserva
Yinka Dare,1997,C,1.3902439024390243,0.07317073170731707,2.0,0.6829268292682927,0.0975609756097561,7.2,0.406,1.7890804878048783,Reserva
Antonio Davis,1997,PF,10.463414634146341,0.7926829268292683,7.2926829268292686,1.024390243902439,0.5121951219512195,13.8,0.536,6.874819512195122,Reserva
Ben Davis,1997,PF,1.45,0.0,1.35,0.05,0.2,9.4,0.417,2.1817,Reserva
Dale Davis,1997,PF,10.4,0.7375,9.65,0.9625,0.75,15.1,0.532,7.539450000000001,Reserva
Emanual Davis,1997,PG,5.0,2.0,1.6923076923076923,0.15384615384615385,0.6923076923076923,9.7,0.565,3.4615,Reserva
Hubert Davis,1997,SG,5.027777777777778,0.9444444444444444,1.1111111111111112,0.05555555555555555,0.3055555555555556,7.4,0.466,2.7441,Reserva
Mark Davis,1997,SF,8.52,1.8,4.306666666666667,0.41333333333333333,1.1333333333333333,13.7,0.525,5.6795,Reserva
Todd Day,1997,SG,14.54320987654321,1.4444444444444444,4.074074074074074,0.5925925925925926,1.3333333333333333,15.5,0.515,6.517858024691358,Reserva
Andrew DeClercq,1997,C,5.28169014084507,0.4507042253521127,4.197183098591549,0.38028169014084506,0.4647887323943662,12.5,0.552,3.68816338028169,Reserva
Terry Dehere,1997,PG,6.438356164383562,2.164383561643836,1.3013698630136987,0.0410958904109589,0.3698630136986301,12.4,0.524,4.279523287671234,Reserva
Vinny Del,1997,SG,12.305555555555555,3.2083333333333335,2.9166666666666665,0.09722222222222222,0.8194444444444444,14.4,0.529,6.4122055555555555,Reserva
Bison Dele,1997,C,7.0,1.3333333333333333,3.6666666666666665,0.5555555555555556,0.3333333333333333,13.7,0.453,4.031538888888888,Reserva
Tony Delk,1997,PG,5.442622950819672,1.6229508196721312,1.6229508196721312,0.09836065573770492,0.5901639344262295,14.2,0.596,4.118288524590163,Reserva
Dell Demps,1997,SG,1.0,0.0,0.0,0.0,0.5,1.9,0.258,0.5608,Reserva
Vlade Divac,1997,C,12.641975308641975,3.7160493827160495,8.950617283950617,2.2222222222222223,1.271604938271605,17.9,0.533,7.585785802469135,Reserva
Aleksandar Djordjevic,1997,SG,3.125,0.625,0.625,0.0,0.0,12.5,0.687,2.9437,Reserva
Sherman Douglas,1997,PG,9.670886075949367,5.405063291139241,2.4430379746835444,0.12658227848101267,0.9873417721518988,14.6,0.557,6.5551936708860765,Reserva
Greg Dreiling,1997,C,2.0,0.275,1.9,0.175,0.2,7.3,0.466,1.76705,Reserva
Clyde Drexler*,1997,SG,17.967741935483872,5.709677419354839,6.016129032258065,0.5806451612903226,1.9193548387096775,19.9,0.548,9.53012258064516,Reserva
Nate Driggers,1997,SG,2.4,0.4,1.4666666666666666,0.13333333333333333,0.2,6.8,0.366,1.7966,Reserva
Kevin Duckworth,1997,C,4.0,0.6153846153846154,2.3076923076923075,0.4230769230769231,0.34615384615384615,6.1,0.473,2.231726923076923,Reserva
Chris Dudley,1997,C,3.9135802469135803,0.5061728395061729,7.320987654320987,1.1851851851851851,0.48148148148148145,10.1,0.449,4.307758641975308,Reserva
Joe Dumars*,1997,SG,14.658227848101266,4.025316455696203,2.4177215189873418,0.012658227848101266,0.7215189873417721,15.6,0.586,7.472017721518988,Reserva
Tony Dumas,1997,SG,3.5833333333333335,1.0416666666666667,0.6666666666666666,0.08333333333333333,0.4166666666666667,5.2,0.402,2.080616666666667,Reserva
Acie Earl,1997,C,4.0,0.425531914893617,2.0425531914893615,0.5957446808510638,0.3191489361702128,10.7,0.433,2.6533521276595744,Reserva
Tyus Edney,1997,PG,6.928571428571429,3.2285714285714286,1.6142857142857143,0.02857142857142857,0.8571428571428571,12.7,0.499,4.817042857142857,Reserva
Blue Edwards,1997,SF,7.836065573770492,1.8688524590163935,3.098360655737705,0.32786885245901637,0.6229508196721312,10.0,0.472,4.6127737704918035,Reserva
Kevin Edwards,1997,PG,5.9375,1.78125,1.34375,0.125,0.53125,9.8,0.47,3.6248125000000004,Reserva
Craig Ehlo,1997,SG,3.4516129032258065,1.096774193548387,1.7741935483870968,0.06451612903225806,0.5806451612903226,7.6,0.412,2.427974193548387,Reserva
Howard Eisley,1997,PG,4.487804878048781,2.4146341463414633,1.024390243902439,0.12195121951219512,0.5365853658536586,11.1,0.53,3.685073170731707,Reserva
Mario Elie,1997,SF,11.653846153846153,3.9743589743589745,3.0128205128205128,0.15384615384615385,1.1794871794871795,14.3,0.662,6.443251282051282,Reserva
Sean Elliott,1997,SF,14.923076923076923,3.1794871794871793,4.871794871794871,0.6153846153846154,0.6153846153846154,14.0,0.529,7.727258974358974,Reserva
Dale Ellis,1997,SF,16.597560975609756,2.0121951219512195,3.573170731707317,0.08536585365853659,0.7317073170731707,12.9,0.537,7.764309756097561,Reserva
LaPhonso Ellis,1997,PF,21.87272727272727,2.381818181818182,7.0181818181818185,0.7454545454545455,0.8,18.2,0.529,10.902899999999999,Role Player
Pervis Ellison,1997,PF,2.5,0.6666666666666666,4.333333333333333,1.5,0.8333333333333334,6.5,0.412,2.8662,Reserva
Brian Evans,1997,SF,1.4285714285714286,0.5,0.5714285714285714,0.14285714285714285,0.07142857142857142,11.7,0.455,2.364785714285714,Reserva
Patrick Ewing*,1997,C,22.44871794871795,2.0,10.692307692307692,2.423076923076923,0.8846153846153846,21.3,0.548,10.46060512820513,Role Player
Jamie Feick,1997,PF-C,3.682926829268293,0.6341463414634146,5.219512195121951,0.34146341463414637,0.3902439024390244,11.1,0.405,3.927451219512195,Reserva
Duane Ferrell,1997,SF,6.354838709677419,1.064516129032258,2.274193548387097,0.0967741935483871,0.6129032258064516,11.6,0.521,4.22435806451613,Reserva
Danny Ferry,1997,PF,10.609756097560975,1.8414634146341464,4.109756097560975,0.3902439024390244,0.6829268292682927,11.7,0.523,5.919495121951219,Reserva
Michael Finley,1997,SF,15.048192771084338,2.6987951807228914,4.481927710843373,0.2891566265060241,0.8192771084337349,14.5,0.53,7.749686746987952,Reserva
Matt Fish,1997,C,0.3333333333333333,0.0,0.8333333333333334,0.0,0.0,-3.2,0.333,0.013316666666666591,Reserva
Derek Fisher,1997,PG,3.8625,1.4875,1.2125,0.0625,0.5125,11.0,0.491,3.18535,Reserva
Greg Foster,1997,C,3.518987341772152,0.3924050632911392,2.367088607594937,0.25316455696202533,0.12658227848101267,8.4,0.508,2.3426151898734178,Reserva
Rick Fox,1997,SF,15.447368421052632,3.763157894736842,5.184210526315789,0.5263157894736842,2.1973684210526314,16.5,0.551,8.473521052631579,Reserva
Todd Fuller,1997,C,4.053333333333334,0.32,3.32,0.26666666666666666,0.13333333333333333,10.4,0.483,2.9374833333333337,Reserva
Kevin Gamble,1997,SF,4.951612903225806,1.2419354838709677,1.7258064516129032,0.27419354838709675,0.3387096774193548,11.6,0.529,3.6848354838709674,Reserva
Kevin Garnett,1997,SF,17.0,3.064935064935065,8.025974025974026,2.116883116883117,1.3636363636363635,18.2,0.537,9.836946753246751,Reserva
Dean Garrett,1997,C,7.970588235294118,0.5588235294117647,7.279411764705882,1.3970588235294117,0.5882352941176471,17.7,0.603,5.92735588235294,Reserva
Chris Gatling,1997,PF,18.95744680851064,0.5957446808510638,7.872340425531915,0.6595744680851063,0.8297872340425532,23.9,0.58,11.05363829787234,Role Player
Reggie Geary,1997,PG,1.4615384615384615,0.9230769230769231,0.38461538461538464,0.05128205128205128,0.3333333333333333,8.7,0.454,2.0388615384615383,Reserva
Matt Geiger,1997,C,8.918367346938776,0.7755102040816326,5.26530612244898,0.5510204081632653,0.40816326530612246,14.3,0.538,4.9579204081632655,Reserva
Kendall Gill,1997,SF,21.817073170731707,3.975609756097561,6.085365853658536,0.5609756097560976,1.8780487804878048,19.6,0.53,10.99909756097561,Role Player
Armen Gilliam,1997,PF,8.6375,0.6625,6.2125,0.5,0.7625,13.6,0.543,6.054299999999999,Reserva
Anthony Goldwire,1997,PG,6.45,3.65,1.4,0.03333333333333333,0.55,12.1,0.531,4.7581,Reserva
Greg Graham,1997,SG,3.3214285714285716,0.39285714285714285,0.4642857142857143,0.03571428571428571,0.42857142857142855,12.6,0.476,2.9054571428571427,Reserva
Brian Grant,1997,PF,10.5,1.1666666666666667,5.916666666666667,1.0416666666666667,0.7916666666666666,14.5,0.511,6.742766666666666,Reserva
Gary Grant,1997,PG,3.9285714285714284,1.6071428571428572,1.3571428571428572,0.0,0.5714285714285714,9.1,0.46,2.955642857142857,Reserva
Harvey Grant,1997,PF,4.051282051282051,0.8717948717948718,3.282051282051282,0.6153846153846154,0.5897435897435898,8.8,0.477,3.3600076923076916,Reserva
Horace Grant,1997,PF,12.611940298507463,2.4328358208955225,8.955223880597014,0.9701492537313433,1.507462686567164,17.3,0.546,8.471988059701493,Reserva
Devin Gray,1997,PF,3.0,0.3333333333333333,2.3333333333333335,0.0,0.6666666666666666,4.6,0.319,2.1552333333333333,Reserva
Evric Gray,1997,SF,2.6,0.4,0.6,0.0,0.2,2.8,0.388,1.3788,Reserva
Jeff Grayer,1997,SG,3.64,1.0,1.52,0.28,0.32,10.0,0.496,2.8095999999999997,Reserva
A.C. Green,1997,PF,7.192771084337349,0.8313253012048193,7.903614457831325,0.1927710843373494,0.8433734939759037,12.4,0.523,5.754468674698795,Reserva
Litterial Green,1997,PG,2.0,0.9111111111111111,0.4888888888888889,0.022222222222222223,0.35555555555555557,13.5,0.531,2.896988888888889,Reserva
Tom Gugliotta,1997,PF,20.641975308641975,4.135802469135802,8.666666666666666,1.0987654320987654,1.6049382716049383,19.0,0.526,11.098896296296296,Role Player
Jack Haley,1997,C,2.0,0.25,1.6,0.05,0.05,19.6,0.441,2.87455,Reserva
Darvin Ham,1997,SF,2.3055555555555554,0.3888888888888889,1.5555555555555556,0.2222222222222222,0.25,8.5,0.536,2.3785999999999996,Reserva
Steve Hamer,1997,C,2.1714285714285713,0.2,1.7142857142857142,0.11428571428571428,0.05714285714285714,8.9,0.545,1.8943928571428572,Reserva
Tom Hammonds,1997,PF,6.246913580246914,0.7901234567901234,4.950617283950617,0.2962962962962963,0.19753086419753085,10.1,0.534,4.481980246913579,Reserva
Darrin Hancock,1997,SF,1.75,0.5,0.75,0.041666666666666664,0.375,11.9,0.51,2.552666666666667,Reserva
Anfernee Hardaway,1997,PG,20.508474576271187,5.627118644067797,4.4576271186440675,0.5932203389830508,1.576271186440678,21.4,0.554,10.362010169491525,Role Player
Tim Hardaway,1997,PG,20.296296296296298,8.580246913580247,3.419753086419753,0.1111111111111111,1.8641975308641976,20.8,0.532,11.250360493827163,Role Player
Derek Harper,1997,PG,10.04,4.28,1.8266666666666667,0.16,1.2266666666666666,12.9,0.516,5.994599999999999,Reserva
Ron Harper,1997,PG,6.315789473684211,2.513157894736842,2.539473684210526,0.5,1.131578947368421,13.6,0.543,4.552852631578947,Reserva
Othella Harrington,1997,PF,4.7894736842105265,0.3157894736842105,3.473684210526316,0.38596491228070173,0.21052631578947367,10.8,0.57,3.868228070175439,Reserva
Lucious Harris,1997,SG,5.425925925925926,0.9259259259259259,1.3148148148148149,0.05555555555555555,0.7592592592592593,10.7,0.466,3.332155555555555,Reserva
Antonio Harvey,1997,PF,2.5,0.16666666666666666,1.6666666666666667,0.6666666666666666,0.0,23.2,0.55,4.685,Reserva
Hersey Hawkins,1997,SG,13.890243902439025,3.048780487804878,3.902439024390244,0.14634146341463414,1.9390243902439024,17.6,0.616,7.241234146341464,Reserva
Michael Hawkins,1997,PG,2.7586206896551726,2.206896551724138,1.0689655172413792,0.034482758620689655,0.5517241379310345,10.6,0.536,3.1056689655172414,Reserva
Shane Heal,1997,PG,1.744186046511628,0.7674418604651163,0.4186046511627907,0.06976744186046512,0.06976744186046512,5.0,0.378,1.4924511627906978,Reserva
Alan Henderson,1997,PF,6.633333333333334,0.7666666666666667,3.8666666666666667,0.2,0.7,15.0,0.51,5.154333333333334,Reserva
Mark Hendrickson,1997,PF,2.9310344827586206,0.10344827586206896,3.1724137931034484,0.13793103448275862,0.3448275862068966,11.5,0.481,3.335168965517241,Reserva
Carl Herrera,1997,PF,7.96,0.6666666666666666,4.533333333333333,0.7066666666666667,0.8266666666666667,10.6,0.463,5.0843,Reserva
Grant Hill,1997,SF,21.375,7.2875,9.0125,0.6,1.8,25.5,0.556,12.3356,Role Player
Tyrone Hill,1997,C,12.905405405405405,1.2432432432432432,9.945945945945946,0.40540540540540543,0.8513513513513513,17.8,0.626,7.477516216216216,Reserva
Fred Hoiberg,1997,SG,4.76595744680851,0.8723404255319149,1.7234042553191489,0.1276595744680851,0.574468085106383,15.9,0.59,3.9408085106382975,Reserva
Jeff Hornacek,1997,SG,14.524390243902438,4.402439024390244,2.9390243902439024,0.3170731707317073,1.5121951219512195,18.8,0.596,8.051551219512195,Reserva
Robert Horry,1997,SF,7.833333333333333,2.037037037037037,4.388888888888889,1.0185185185185186,1.2222222222222223,13.0,0.529,5.454751851851852,Reserva
Allan Houston,1997,SG,14.777777777777779,2.2098765432098766,2.962962962962963,0.2222222222222222,0.5061728395061729,11.3,0.531,6.216001234567901,Reserva
Juwan Howard,1997,SF,19.146341463414632,3.792682926829268,7.951219512195122,0.2804878048780488,1.1341463414634145,16.1,0.529,9.94350975609756,Reserva
Stephen Howard,1997,SF,3.5918367346938775,0.22448979591836735,1.7346938775510203,0.24489795918367346,0.3877551020408163,16.0,0.613,3.9490551020408162,Reserva
Lindsey Hunter,1997,PG,14.21951219512195,1.8780487804878048,2.841463414634146,0.2926829268292683,1.5731707317073171,13.4,0.515,6.273695121951219,Reserva
Bobby Hurley,1997,PG,2.9183673469387754,2.979591836734694,0.7755102040816326,0.061224489795918366,0.5510204081632653,10.4,0.482,3.380648979591837,Reserva
Allen Iverson*,1997,PG,23.513157894736842,7.4605263157894735,4.105263157894737,0.3157894736842105,2.0657894736842106,18.0,0.513,11.240773684210525,Role Player
Jaren Jackson,1997,SG,4.986666666666666,0.8666666666666667,1.76,0.21333333333333335,0.6,10.1,0.52,3.1169999999999995,Reserva
Jim Jackson,1997,SG-SF,15.922077922077921,4.103896103896104,5.337662337662338,0.4155844155844156,1.1168831168831168,15.1,0.526,7.7344831168831165,Reserva
Mark Jackson,1997,PG,9.902439024390244,11.402439024390244,4.817073170731708,0.14634146341463414,1.1829268292682926,15.7,0.525,8.873963414634147,Reserva
Henry James,1997,PF,6.716981132075472,0.39622641509433965,1.528301886792453,0.018867924528301886,0.20754716981132076,10.2,0.553,3.928696226415094,Reserva
Chris Jent,1997,SF,2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,16.0,0.5,3.1166666666666663,Reserva
Avery Johnson,1997,PG,10.526315789473685,6.75,1.9342105263157894,0.19736842105263158,1.263157894736842,15.0,0.517,7.295778947368421,Reserva
Eddie Johnson,1997,SF,8.153846153846153,1.0,2.6538461538461537,0.038461538461538464,0.28846153846153844,13.4,0.541,5.073715384615385,Reserva
Ervin Johnson,1997,C,7.097560975609756,0.8658536585365854,11.134146341463415,2.768292682926829,0.7926829268292683,14.3,0.543,6.908979268292684,Reserva
Kevin Johnson,1997,PG,20.142857142857142,9.32857142857143,3.6142857142857143,0.17142857142857143,1.457142857142857,22.9,0.631,11.798814285714284,Role Player
Larry Johnson,1997,SF,12.842105263157896,2.289473684210526,5.171052631578948,0.47368421052631576,0.8421052631578947,13.8,0.57,7.14542105263158,Reserva
Charles Jones,1997,PF,0.3333333333333333,0.25,1.0833333333333333,0.3333333333333333,0.16666666666666666,6.3,0.4,1.3516666666666668,Reserva
Eddie Jones,1997,SG,17.175,3.375,4.075,0.6125,2.3625,17.3,0.559,8.1259,Reserva
Popeye Jones,1997,PF,7.7974683544303796,1.0632911392405062,8.60759493670886,0.4936708860759494,0.7341772151898734,12.0,0.522,6.035744303797469,Reserva
Michael Jordan*,1997,SG,29.646341463414632,4.2926829268292686,5.878048780487805,0.5365853658536586,1.7073170731707317,27.8,0.567,13.140724390243902,Role Player
Reggie Jordan,1997,SG,2.1052631578947367,0.631578947368421,1.4210526315789473,0.15789473684210525,0.3684210526315789,15.7,0.597,3.162068421052631,Reserva
Adam Keefe,1997,C,3.7903225806451615,0.5161290322580645,3.4838709677419355,0.20967741935483872,0.4838709677419355,11.7,0.572,3.0542451612903228,Reserva
Shawn Kemp,1997,PF,18.71604938271605,1.9259259259259258,9.962962962962964,1.0,1.5432098765432098,20.7,0.583,11.025028395061728,Role Player
